sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
TP854_sample_ger_180.txt_22764-23018,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[22773, 22785, 22797, 22818, 22830, 22849, 22864]","[22780, 22794, 22813, 22823, 22840, 22859, 22875]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22773, end=22780, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22785, end=22794, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22797, end=22813, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22818, end=22823, entitycategory=ORGANISATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22830, end=22840, entitycategory=ORGANISATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22849, end=22859, entitycategory=ORGANISATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22864, end=22875, entitycategory=ORGANISATION)']","['Marquis', 'Fronteira', 'General-Aufseher', 'Münze', 'Einkünffte', 'See-Wesens', 'Königreichs']","Der alte Marquis von Fronteira , General-Aufseher der Münze , der Einkünffte und des See-Wesens des Königreichs , ent- deckte mir eines Tages dieses Geheimniß , da er wohl aufgeräumet war , welches von ihm et- was sehr seltsames gegen einen Fremden war .","['NULL_CAT', 'ASPECT', 'NULL_CAT', 'NULL_CAT', 'NULL_CAT', 'NULL_CAT', 'ASPECT']","['PERSON', 'LOCATION', 'PERSON', 'ORGANISATION', 'ORGANISATION', 'ORGANISATION', 'ORGANISATION']","(['Der', 'alte', 'Marquis', 'von', 'Fronteira', ',', 'General', 'Aufseher', 'der', 'Münze', ',', 'der', 'Einkünffte', 'und', 'des', 'See', 'Wesens', 'des', 'Königreichs', ',', 'ent', 'deckte', 'mir', 'eines', 'Tages', 'dieses', 'Geheimniß', ',', 'da', 'er', 'wohl', 'aufgeräumet', 'war', ',', 'welches', 'von', 'ihm', 'et', 'was', 'sehr', 'seltsames', 'gegen', 'einen', 'Fremden', 'war', '.'], ['O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORGANISATION', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Der', 'alte', 'Marquis', 'von', 'Fronteira', ',', 'General', 'Aufseher', 'der', 'Münze', ',', 'der', 'Einkünffte', 'und', 'des', 'See', 'Wesens', 'des', 'Königreichs', ',', 'ent', 'deckte', 'mir', 'eines', 'Tages', 'dieses', 'Geheimniß', ',', 'da', 'er', 'wohl', 'aufgeräumet', 'war', ',', 'welches', 'von', 'ihm', 'et', 'was', 'sehr', 'seltsames', 'gegen', 'einen', 'Fremden', 'war', '.']","['O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORGANISATION', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_23019-23055,['TP854_sample_ger_180.txt'],[23036],[23040],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23036, end=23040, entitycategory=PERSON)']",['Herr'],Sehet was dieser Herr zu mir sagte .,['NULL_CAT'],['PERSON'],"(['Sehet', 'was', 'dieser', 'Herr', 'zu', 'mir', 'sagte', '.'], ['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O'])","['Sehet', 'was', 'dieser', 'Herr', 'zu', 'mir', 'sagte', '.']","['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_23056-23365,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[23060, 23081, 23129, 23197, 23316, 23343]","[23067, 23087, 23133, 23206, 23322, 23354]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23060, end=23067, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23081, end=23087, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23129, end=23133, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23197, end=23206, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23316, end=23322, entitycategory=ORGANISATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23343, end=23354, entitycategory=PERSON)']","['Fremden', 'Könige', 'Land', 'Manufactu', 'Staats', 'Unterthanen']","Die Fremden , welche dem Könige eine Men- ge Schriften überreichen , das Land fruchtbar - - zu . ( 287 ) » e zu machen , und allerhand Arten Manufactu- renanzulegen , wissen nicht , daß dergleichen Ex- richtungen sich im geringsten nicht für den Wohlstand des Staats , noch die Ruhe der Unterthanen schicken .","['NULL_CAT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT']","['PERSON', 'PERSON', 'NAT_LANDFORM', 'HUM_LANDFORM', 'ORGANISATION', 'PERSON']","(['Die', 'Fremden', ',', 'welche', 'dem', 'Könige', 'eine', 'Men', 'ge', 'Schriften', 'überreichen', ',', 'das', 'Land', 'fruchtbar', 'zu', '.', '287', 'e', 'zu', 'machen', ',', 'und', 'allerhand', 'Arten', 'Manufactu', 'renanzulegen', ',', 'wissen', 'nicht', ',', 'daß', 'dergleichen', 'Ex', 'richtungen', 'sich', 'im', 'geringsten', 'nicht', 'für', 'den', 'Wohlstand', 'des', 'Staats', ',', 'noch', 'die', 'Ruhe', 'der', 'Unterthanen', 'schicken', '.'], ['O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O'])","['Die', 'Fremden', ',', 'welche', 'dem', 'Könige', 'eine', 'Men', 'ge', 'Schriften', 'überreichen', ',', 'das', 'Land', 'fruchtbar', 'zu', '.', '287', 'e', 'zu', 'machen', ',', 'und', 'allerhand', 'Arten', 'Manufactu', 'renanzulegen', ',', 'wissen', 'nicht', ',', 'daß', 'dergleichen', 'Ex', 'richtungen', 'sich', 'im', 'geringsten', 'nicht', 'für', 'den', 'Wohlstand', 'des', 'Staats', ',', 'noch', 'die', 'Ruhe', 'der', 'Unterthanen', 'schicken', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']"
TP854_sample_ger_180.txt_2329-2418,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[2333, 2343, 2365, 2384]","[2339, 2355, 2368, 2396]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2333, end=2339, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2343, end=2355, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2365, end=2368, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2384, end=2396, entitycategory=PERSON)']","['Palast', 'Maffrafiehet', 'See', 'Schiffleuten']","Der Palast zu Maffrafiehet nach der See , und wird den Schiffleuten zum Merckmahldienen .","['ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT']","['HUM_LANDFORM', 'LOCATION', 'NAT_LANDFORM', 'PERSON']","(['Der', 'Palast', 'zu', 'Maffrafiehet', 'nach', 'der', 'See', ',', 'und', 'wird', 'den', 'Schiffleuten', 'zum', 'Merckmahldienen', '.'], ['O', 'B-HUM_LANDFORM', 'O', 'B-LOCATION', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O'])","['Der', 'Palast', 'zu', 'Maffrafiehet', 'nach', 'der', 'See', ',', 'und', 'wird', 'den', 'Schiffleuten', 'zum', 'Merckmahldienen', '.']","['O', 'B-HUM_LANDFORM', 'O', 'B-LOCATION', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_23366-23492,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[23366, 23382, 23466, 23474]","[23370, 23390, 23470, 23483]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23366, end=23370, entitycategory=MYTH)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23382, end=23390, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23466, end=23470, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23474, end=23483, entitycategory=LOCATION)']","['GOtt', 'Her- ren', 'Erde', 'Brasilien']","GOtt hat uns zu Her- ren über das Gold gemacher , welches wir fast ohne Mühe und ohne Umgrabung der Erde in Brasilien finden .","['ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT']","['MYTH', 'PERSON', 'NAT_LANDFORM', 'LOCATION']","(['GOtt', 'hat', 'uns', 'zu', 'Her', 'ren', 'über', 'das', 'Gold', 'gemacher', ',', 'welches', 'wir', 'fast', 'ohne', 'Mühe', 'und', 'ohne', 'Umgrabung', 'der', 'Erde', 'in', 'Brasilien', 'finden', '.'], ['B-MYTH', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'O', 'O'])","['GOtt', 'hat', 'uns', 'zu', 'Her', 'ren', 'über', 'das', 'Gold', 'gemacher', ',', 'welches', 'wir', 'fast', 'ohne', 'Mühe', 'und', 'ohne', 'Umgrabung', 'der', 'Erde', 'in', 'Brasilien', 'finden', '.']","['B-MYTH', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'O', 'O']"
TP854_sample_ger_180.txt_23493-23794,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[23522, 23559, 23593, 23612, 23684, 23715, 23746]","[23530, 23573, 23604, 23621, 23698, 23724, 23754]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23522, end=23530, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23559, end=23573, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23593, end=23604, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23612, end=23621, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23684, end=23698, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23715, end=23724, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23746, end=23754, entitycategory=PERSON)']","['Portugal', 'Ma- nufacturen', 'Franckreich', 'Engelland', 'Völckerschafft', 'Festungen', 'Soldaten']","Wenn wir dieses Gold hier in Portugal hätten , so würden wir alle Ma- nufacturen haben , die man in Franckreich und in Engelland hat , denn unser Reichthum wür- de uns so gut als eine andere Völckerschafft in Stand setzen Festungen zu bauen , und viele Soldaten zu deren Beschützung zu unterhal- ten .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'NULL_CAT']","['LOCATION', 'HUM_LANDFORM', 'LOCATION', 'LOCATION', 'PERSON', 'HUM_LANDFORM', 'PERSON']","(['Wenn', 'wir', 'dieses', 'Gold', 'hier', 'in', 'Portugal', 'hätten', ',', 'so', 'würden', 'wir', 'alle', 'Ma', 'nufacturen', 'haben', ',', 'die', 'man', 'in', 'Franckreich', 'und', 'in', 'Engelland', 'hat', ',', 'denn', 'unser', 'Reichthum', 'wür', 'de', 'uns', 'so', 'gut', 'als', 'eine', 'andere', 'Völckerschafft', 'in', 'Stand', 'setzen', 'Festungen', 'zu', 'bauen', ',', 'und', 'viele', 'Soldaten', 'zu', 'deren', 'Beschützung', 'zu', 'unterhal', 'ten', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Wenn', 'wir', 'dieses', 'Gold', 'hier', 'in', 'Portugal', 'hätten', ',', 'so', 'würden', 'wir', 'alle', 'Ma', 'nufacturen', 'haben', ',', 'die', 'man', 'in', 'Franckreich', 'und', 'in', 'Engelland', 'hat', ',', 'denn', 'unser', 'Reichthum', 'wür', 'de', 'uns', 'so', 'gut', 'als', 'eine', 'andere', 'Völckerschafft', 'in', 'Stand', 'setzen', 'Festungen', 'zu', 'bauen', ',', 'und', 'viele', 'Soldaten', 'zu', 'deren', 'Beschützung', 'zu', 'unterhal', 'ten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_23795-23993,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[23817, 23865, 23917]","[23826, 23870, 23935]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23817, end=23826, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23865, end=23870, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23917, end=23935, entitycategory=ORGANISATION)']","['Brasilien', 'Lande', 'unserer See-Plätze']","Da aber unser Gold in Brasilien , und über zweihundert Meilenweit vom Lande ist , so würde man uns durch Wegnehmung eines unserer See-Plätze außer Stand setzen , dieser unserer Schätze zu genüffen .","['ASPECT', 'ASPECT', 'NULL_CAT']","['LOCATION', 'NAT_LANDFORM', 'ORGANISATION']","(['Da', 'aber', 'unser', 'Gold', 'in', 'Brasilien', ',', 'und', 'über', 'zweihundert', 'Meilenweit', 'vom', 'Lande', 'ist', ',', 'so', 'würde', 'man', 'uns', 'durch', 'Wegnehmung', 'eines', 'unserer', 'See', 'Plätze', 'außer', 'Stand', 'setzen', ',', 'dieser', 'unserer', 'Schätze', 'zu', 'genüffen', '.'], ['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Da', 'aber', 'unser', 'Gold', 'in', 'Brasilien', ',', 'und', 'über', 'zweihundert', 'Meilenweit', 'vom', 'Lande', 'ist', ',', 'so', 'würde', 'man', 'uns', 'durch', 'Wegnehmung', 'eines', 'unserer', 'See', 'Plätze', 'außer', 'Stand', 'setzen', ',', 'dieser', 'unserer', 'Schätze', 'zu', 'genüffen', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_23994-24183,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[24052, 24109, 24125]","[24065, 24118, 24136]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=24052, end=24065, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=24109, end=24118, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=24125, end=24136, entitycategory=ORGANISATION)']","['Engel- länder', 'Einwohner', 'Königreiche']","Dergleichen ha- ben wir nicht zu befürchten , solange die Engel- länder ihre Früchte , und die durch den Fleiß der Einwohner ihrer Königreiche verfertigte Waaren bey uns vertreiben können .","['NULL_CAT', 'NULL_CAT', 'ASPECT']","['PERSON', 'PERSON', 'ORGANISATION']","(['Dergleichen', 'ha', 'ben', 'wir', 'nicht', 'zu', 'befürchten', ',', 'solange', 'die', 'Engel', 'länder', 'ihre', 'Früchte', ',', 'und', 'die', 'durch', 'den', 'Fleiß', 'der', 'Einwohner', 'ihrer', 'Königreiche', 'verfertigte', 'Waaren', 'bey', 'uns', 'vertreiben', 'können', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Dergleichen', 'ha', 'ben', 'wir', 'nicht', 'zu', 'befürchten', ',', 'solange', 'die', 'Engel', 'länder', 'ihre', 'Früchte', ',', 'und', 'die', 'durch', 'den', 'Fleiß', 'der', 'Einwohner', 'ihrer', 'Königreiche', 'verfertigte', 'Waaren', 'bey', 'uns', 'vertreiben', 'können', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_24184-24341,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[24206, 24233, 24274]","[24232, 24255, 24280]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=24206, end=24232, entitycategory=PERSON, sentimentcategory=5)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=24233, end=24255, entitycategory=PERSON, sentimentcategory=5)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=24274, end=24280, entitycategory=PERSON, sentimentcategory=1)']","['den letzten Bluts-Tropffen', 'zu unserer Beschützung', 'Feinde']","Viel- mehr werden sie den letzten Bluts-Tropffen zu unserer Beschützung wieder diejenigen Feinde anwenden , die sich unterstehen möchten uns an- zugreiffen .","['NULL_CAT', 'NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON', 'PERSON']","(['Viel', 'mehr', 'werden', 'sie', 'den', 'letzten', 'Bluts', 'Tropffen', 'zu', 'unserer', 'Beschützung', 'wieder', 'diejenigen', 'Feinde', 'anwenden', ',', 'die', 'sich', 'unterstehen', 'möchten', 'uns', 'an', 'zugreiffen', '.'], ['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Viel', 'mehr', 'werden', 'sie', 'den', 'letzten', 'Bluts', 'Tropffen', 'zu', 'unserer', 'Beschützung', 'wieder', 'diejenigen', 'Feinde', 'anwenden', ',', 'die', 'sich', 'unterstehen', 'möchten', 'uns', 'an', 'zugreiffen', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TP854_sample_ger_180.txt_2419-2520,"['TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt', 'TP854_sample_ger_180.txt']","[2423, 2434, 2446, 2482]","[2429, 2442, 2453, 2489]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2423, end=2429, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2434, end=2442, entitycategory=ORGANISATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2446, end=2453, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2482, end=2489, entitycategory=HUM_LANDFORM)']","['Palast', 'Jesuiten', 'Manheim', 'Palaste']",Der Palast der Jesuiten zu Manheim benimmt dem Churfürstlichen Palaste ein gutes Theil der Aussicht .,"['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['HUM_LANDFORM', 'ORGANISATION', 'LOCATION', 'HUM_LANDFORM']","(['Der', 'Palast', 'der', 'Jesuiten', 'zu', 'Manheim', 'benimmt', 'dem', 'Churfürstlichen', 'Palaste', 'ein', 'gutes', 'Theil', 'der', 'Aussicht', '.'], ['O', 'B-HUM_LANDFORM', 'O', 'B-ORGANISATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O'])","['Der', 'Palast', 'der', 'Jesuiten', 'zu', 'Manheim', 'benimmt', 'dem', 'Churfürstlichen', 'Palaste', 'ein', 'gutes', 'Theil', 'der', 'Aussicht', '.']","['O', 'B-HUM_LANDFORM', 'O', 'B-ORGANISATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O']"
